"Type","Classification","Flow_Substance","Flow_Rate_m3_day","Stabilized_Shut_In_Pressure_kPa","Source_Depth_mkb","Ground_Water_Base_mkb"
"Vent Flow","Non Serious","Gas",0,700,0,0
"Vent Flow","Non Serious","Gas",0,155,0,0
"Vent Flow","Non Serious","Gas",1,625,0,0
"Vent Flow","Serious","Usable Water",1,586,0,0
"Vent Flow","Non Serious","Gas",0,640,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Non Serious","Gas",31,203,0,0
"Vent Flow","Non Serious","Not Converted",0,201,0,0
"Vent Flow","Non Serious","Gas",0,65,0,0
"Vent Flow","Non Serious","Gas",20,1400,350,62.4
"Vent Flow","Non Serious","Gas",4.66,48,330,180.7
"Vent Flow","Serious","Gas",392.81,274,463,558.4
"Vent Flow","Serious","Gas",8.53,57,290,316.88
"Vent Flow","Non Serious","Gas",5.6,121,0,77.22
"Vent Flow","Non Serious","Gas",6.07,465,635.25,600
"Vent Flow","Serious","Gas",0.1,64,600,540
"Vent Flow","Non Serious","Gas",1.77,100,225,573.6
"Vent Flow","Serious","Non-Saline",1.49,138,159,303.4
"Vent Flow","Non Serious","Gas",0.3,800,664,600
"Vent Flow","Serious","Gas",986,2034,1504,190.45
"Vent Flow","Serious","Gas",424,7,217,224
"Vent Flow","Serious","Gas",8.5,4500,598.5,170
"Vent Flow","Non Serious","Gas",0.67,18,0.1,355
"Vent Flow","Serious","Gas",433.35,363,765,334.6
"Vent Flow","Serious","Other",0.03,0,139,303
"Vent Flow","Non Serious","Gas",1,1320,305,301.5
"Vent Flow","Non Serious","Gas",3,0,267,270.8
"Vent Flow","Non Serious","Gas",60,2856,0,0
"Vent Flow","Non Serious","Gas",0,79,0,0
"Vent Flow","Non Serious","Gas",0,675,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,193,0,0
"Vent Flow","Non Serious","Gas",11.12,600,0.1,278
"Vent Flow","Non Serious","Gas",1.01,1,661,600
"Vent Flow","Non Serious","Gas",0.1,26,0,284.1
"Vent Flow","Serious","Gas",3.8,822,0,200.4
"Vent Flow","Non Serious","Gas",22,415,270,182
"Vent Flow","Serious","Gas",2.24,2838,927.6,618.41
"Vent Flow","Serious","Gas",11.91,1717,462.3,473.6
"Vent Flow","Serious","Gas",11.91,1717,462.3,473.6
"Vent Flow","Non Serious","Gas",2.83,654,582,447.13
"Vent Flow","Serious","Gas",0.3,800,643,600
"Vent Flow","Non Serious","Gas",0,390,0,0
"Vent Flow","Non Serious","Gas",0,2000,0,0
"Vent Flow","Non Serious","Gas",0,32,0,0
"Vent Flow","Non Serious","Gas",0,1200,0,249
"Vent Flow","Non Serious","Gas",1,400,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,1,383,0
"Vent Flow","Non Serious","Gas",1,25,0,0
"Vent Flow","Non Serious","Gas",0,1586,0,0
"Vent Flow","Non Serious","Gas",14,172,0,0
"Vent Flow","Non Serious","Gas",0,241,0,0
"Vent Flow","Non Serious","Gas",21,396,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Gas Migration","Serious","Gas",0,0,146,103.34
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1965,0,0
"Vent Flow","Serious","Other",0.3,370,334.5,405.8
"Vent Flow","Non Serious","Gas",0.93,40,770,411.1
"Vent Flow","Non Serious","Gas",1,25,426,120.25
"Vent Flow","Non Serious","Gas",3.4,700,210,84.5
"Vent Flow","Serious","Gas",96,1445,1003,266.28
"Vent Flow","Non Serious","Gas",0.01,552,259,245.5
"Vent Flow","Non Serious","Gas",3.96,1324,228.4,213
"Vent Flow","Non Serious","Gas",0.01,0,0,101.85
"Vent Flow","Non Serious","Gas",0.01,0,0,92
"Vent Flow","Non Serious","Gas",2.55,312,0,1030.52
"Vent Flow","Non Serious","Gas",4.07,1177,279.2,109.8
"Vent Flow","Non Serious","Gas",0.9,311,277,145.3
"Vent Flow","Serious","Gas",18030,790,377,292.17
"Vent Flow","Serious","Gas",1190.65,199,47.5,124
"Vent Flow","Non Serious","Gas",0,80,0,0
"Gas Migration","Serious","Gas",0,0,438.5,494.39
"Vent Flow","Non Serious","Gas",16,700,0,0
"Vent Flow","Non Serious","Gas",0,828,0,0
"Vent Flow","Serious","Gas",0,262,0,0
"Vent Flow","Non Serious","Gas",0,938,0,0
"Vent Flow","Non Serious","Gas",216,1394,0,0
"Vent Flow","Non Serious","Gas",0,200,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",11,2270,0,313
"Vent Flow","Non Serious","Gas",0,0,195,0
"Vent Flow","Non Serious","Gas",0.02,124,146,105.1
"Vent Flow","Serious","Non-Saline",0.01,500,559,600
"Vent Flow","Non Serious","Gas",1.24,512,173,410.6
"Vent Flow","Non Serious","Gas",0.11,25,149,500.8
"Vent Flow","Non Serious","Gas",0.01,0,225,223
"Vent Flow","Non Serious","Gas",0.01,0,285,212
"Vent Flow","Non Serious","Gas",5.25,83,408,77
"Vent Flow","Serious","Gas",439.73,920,524,454.2
"Vent Flow","Non Serious","Gas",100,1120,0,69
"Vent Flow","Non Serious","Non-Saline",1.44,473,1987,204
"Vent Flow","Serious","Gas",4250,607,477,0
"Vent Flow","Non Serious","Gas",4,48,0,0
"Vent Flow","Non Serious","Gas",1,1215,0,0
"Vent Flow","Serious","Gas",1800,108,0,0
"Vent Flow","Non Serious","Gas",1,20,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",0,3700,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",1013,560,0,0
"Vent Flow","Non Serious","Gas",0,11,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1120,0,0
"Vent Flow","Non Serious","Gas",4,300,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",27,931,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,204,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",27.9,443,224.5,244.91
"Vent Flow","Non Serious","Gas",2.7,3140,0,301.7
"Vent Flow","Non Serious","Gas",0.14,67,620,482
"Vent Flow","Non Serious","Gas",1.52,241,0,153
"Vent Flow","Serious","Gas",1.8,365,132.8,218
"Vent Flow","Serious","Gas",4.42,2430,242,374.4
"Vent Flow","Serious","Saline",0.01,119,365,201.55
"Vent Flow","Non Serious","Gas",0.55,10,313,192
"Vent Flow","Non Serious","Gas",2.01,52,190,450.3
"Vent Flow","Non Serious","Gas",3.01,229,287,383.9
"Vent Flow","Non Serious","Gas",0.3,100,373,349.4
"Vent Flow","Serious","Saline",0.07,0,184,121
"Vent Flow","Non Serious","Gas",2.8,490,0.1,199
"Vent Flow","Non Serious","Gas",72.8,959,222,282.79
"Vent Flow","Serious","Gas",0.01,20,140,184.01
"Vent Flow","Non Serious","Gas",0,1850,0,0
"Vent Flow","Non Serious","Gas",0,0,1165,0
"Vent Flow","Serious","Not Converted",149,280,197,389.5
"Vent Flow","Non Serious","Gas",0,55,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",144,1300,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",18.22,956,402,39.9
"Vent Flow","Non Serious","Gas",1,1293,207,210.6
"Vent Flow","Non Serious","Gas",0.01,2,204,293.7
"Vent Flow","Serious","Gas",338,94,450,328.72
"Vent Flow/Gas Migration","Serious","Gas",0.53,99,177,90.89
"Vent Flow","Non Serious","Gas",0.01,794,236,238.1
"Vent Flow","Serious","Crude Oil",12.2,2218,789,432.5
"Vent Flow","Serious","Non-Saline",2,118,392,590.91
"Vent Flow","Non Serious","Gas",0.01,0,226.5,222.9
"Vent Flow","Serious","Gas",300,700,2000,586.1
"Vent Flow","Non Serious","Gas",0.1,66,276,188
"Vent Flow","Non Serious","Gas",2.83,81,25.4,308.6
"Vent Flow","Non Serious","Gas",4.49,32,856,322.75
"Vent Flow","Serious","Crude Oil",2.8,406,299.5,600
"Vent Flow","Non Serious","Gas",7.44,631,301,76.14
"Vent Flow","Serious","Gas",9.5,300,7.45,216
"Vent Flow","Serious","Non-Saline",0.11,100,229,329.8
"Vent Flow","Serious","Gas",414,1046,300,180
"Vent Flow","Non Serious","Gas",3,110,464,212.42
"Vent Flow","Non Serious","Gas",26,100,0,0
"Vent Flow","Non Serious","Gas",3,20,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Not Converted",0,95,0,0
"Vent Flow","Non Serious","Gas",0,0,400,0
"Vent Flow","Non Serious","Gas",0.13,810,202.5,214.4
"Vent Flow","Non Serious","Gas",3.3,90,0,338.62
"Vent Flow","Non Serious","Gas",0.25,1047,378.9,258.86
"Vent Flow","Non Serious","Gas",0.55,40,0,65.34
"Vent Flow","Non Serious","Gas",1,105,207,147.4
"Vent Flow","Non Serious","Gas",1,328,6.5,266.4
"Vent Flow","Non Serious","Gas",3.8,90,619,485.91
"Vent Flow","Non Serious","Gas",0.3,487,453,70.5
"Vent Flow","Non Serious","Gas",0.65,468,56.5,228.5
"Vent Flow","Serious","Other",3.39,6301,0.1,600
"Vent Flow","Non Serious","Gas",57.1,1959,2264,335.6
"Vent Flow","Serious","Gas",3.96,1645,309,267
"Vent Flow","Non Serious","Gas",1,0,0,40
"Vent Flow","Serious","Gas",710,232,321,600
"Vent Flow","Non Serious","Gas",1,50,258,600
"Vent Flow","Non Serious","Gas",42,50,264,261.5
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Usable Water",0,3792,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,96,0,0
"Vent Flow","Non Serious","Gas",28.9,1442,900,423.7
"Vent Flow","Serious","Usable Water",3.61,280,818,600
"Vent Flow","Non Serious","Gas",0.32,14,1366.2,469.6
"Vent Flow","Non Serious","Gas",2.83,325,891,265
"Vent Flow","Serious","Gas",433.7,1081,10.1,359.5
"Vent Flow","Serious","Gas",10.15,0,3,349.8
"Vent Flow","Non Serious","Gas",4,234,331,272.79
"Vent Flow","Serious","Gas",0.3,2300,355,188
"Vent Flow","Serious","Gas",336,890,372,284.6
"Vent Flow","Non Serious","Gas",1,1,298,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,5400,0,0
"Vent Flow","Non Serious","Gas",1,1350,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,200,0,0
"Vent Flow","Serious","Gas",68.8,4109,100,600
"Vent Flow","Non Serious","Gas",30,310,550,359
"Vent Flow","Non Serious","Gas",71.15,661,410,415.3
"Vent Flow","Non Serious","Gas",138.1,965,0,103.1
"Vent Flow","Non Serious","Gas",81.6,136,56,318.8
"Vent Flow","Non Serious","Non-Saline",0.01,500,843,600
"Vent Flow","Non Serious","Gas",0.07,8,0,95.92
"Vent Flow","Non Serious","Gas",0.73,21,0,273.88
"Vent Flow","Non Serious","Gas",61.9,210,308,285
"Vent Flow","Non Serious","Gas",0.21,147,0,257.1
"Vent Flow","Non Serious","Gas",0.01,25,0,333.6
"Vent Flow","Non Serious","Gas",63.77,510,213,600
"Vent Flow","Serious","Gas",0.5,98,61.2,342
"Vent Flow","Non Serious","Gas",1.17,209,424,378.7
"Vent Flow","Non Serious","Gas",1.2,84,113,123.3
"Vent Flow","Serious","Gas",121.5,560,530,571.7
"Vent Flow","Non Serious","Gas",1,90,272,246.86
"Vent Flow","Non Serious","Gas",0,1517,0,0
"Vent Flow","Serious","Gas",30,68,0,300
"Vent Flow","Non Serious","Gas",15,387,0,0
"Vent Flow","Non Serious","Gas",0,21,0,0
"Vent Flow","Non Serious","Gas",0,300,0,0
"Vent Flow","Non Serious","Gas",1,325,0,110
"Vent Flow","Serious","Gas",10,747,0,0
"Vent Flow","Serious","Gas",340,1069,0,0
"Vent Flow","Non Serious","Gas",6.09,358,180.2,219
"Vent Flow","Serious","Gas",0,1750,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,15,0,0
"Vent Flow","Non Serious","Gas",3,345,0,0
"Vent Flow","Non Serious","Gas",3,2068,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1.1,60,323,321.13
"Vent Flow","Non Serious","Gas",0.1,55,416,441
"Vent Flow","Non Serious","Gas",1.26,1667,337.5,190.9
"Vent Flow","Non Serious","Gas",10.2,1783,233,148.4
"Vent Flow","Serious","Non-Saline",0.38,108,685.5,600
"Gas Migration","Serious","Gas",0.01,0,166,470.2
"Vent Flow","Serious","Gas",328.47,585,474,441.5
"Vent Flow","Non Serious","Gas",2,7,0,0
"Vent Flow","Non Serious","Gas",29,425,0,0
"Vent Flow","Non Serious","Gas",1,517,0,0
"Vent Flow","Non Serious","Gas",0,25,0,0
"Vent Flow","Non Serious","Gas",0,650,0,0
"Vent Flow","Non Serious","Gas",0,448,0,0
"Vent Flow","Non Serious","Gas",1,315,0,0
"Vent Flow","Non Serious","Gas",1,273,0,0
"Vent Flow","Non Serious","Gas",0,80,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",1,104,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",700,37,0,0
"Vent Flow","Non Serious","Gas",1,13,0,0
"Vent Flow","Non Serious","Gas",8,848,499,0.1
"Vent Flow","Non Serious","Gas",6,241,0,0
"Vent Flow","Non Serious","Gas",0,1289,0,0
"Vent Flow","Non Serious","Gas",0,80,0,0
"Vent Flow","Serious","Gas",672,1400,2250,0
"Vent Flow","Non Serious","Gas",1,223,293,398
"Vent Flow","Non Serious","Gas",0.68,86,145,268.6
"Vent Flow","Non Serious","Gas",9.1,1495,271.2,271.2
"Vent Flow","Non Serious","Gas",0.72,14,308,133.3
"Vent Flow","Non Serious","Gas",0.07,1,0,321.2
"Vent Flow","Non Serious","Gas",0.6,1361,1875,474.6
"Vent Flow","Non Serious","Gas",50,62,402,297.81
"Vent Flow","Non Serious","Gas",155.3,346,905,460.7
"Vent Flow","Non Serious","Gas",1,310,1850,96.7
"Vent Flow","Non Serious","Gas",3.2,768,315,168.6
"Vent Flow","Non Serious","Gas",1.35,3,342,175.1
"Vent Flow","Non Serious","Gas",0.52,236,550,195
"Vent Flow","Non Serious","Gas",0.29,84,370.3,315.2
"Vent Flow","Serious","Gas",74.2,785,690,192.2
"Vent Flow","Serious","Non-Saline",1.2,500,506,348.65
"Vent Flow","Serious","Gas",520,320,370,543.9
"Vent Flow","Serious","Gas",25,3582,694,202.4
"Vent Flow","Serious","Gas",5,1286,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",0,2,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",1,30,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,275,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,124,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,165,0,0
"Vent Flow","Non Serious","Gas",0,375,0,0
"Vent Flow","Non Serious","Gas",0,247,0,0
"Vent Flow","Non Serious","Gas",1.2,71,300,374.4
"Vent Flow","Non Serious","Gas",8.8,204,461,320.98
"Vent Flow","Serious","Gas",315.73,1000,0,245.7
"Vent Flow","Non Serious","Gas",105.5,413,0,600
"Vent Flow","Non Serious","Gas",20.06,289,220,195.7
"Vent Flow","Non Serious","Gas",4.1,273,200,203.1
"Vent Flow","Non Serious","Gas",3.96,1434,225,135
"Vent Flow","Serious","Gas",57,16,0.1,0.1
"Vent Flow","Serious","Gas",2340,931,290,439.11
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Serious","Gas",30,1038,230,0
"Vent Flow","Non Serious","Gas",8,675,0,109.5
"Vent Flow","Non Serious","Gas",1,21,0,0
"Vent Flow","Non Serious","Gas",12,1306,0,111.4
"Vent Flow","Non Serious","Gas",1,1108,0,132
"Vent Flow","Non Serious","Gas",10,421,0,106.9
"Vent Flow","Non Serious","Gas",0,138,0,82.4
"Vent Flow","Non Serious","Gas",153,1354,0,84.1
"Vent Flow","Non Serious","Gas",1,448,0,41.8
"Vent Flow","Non Serious","Gas",12,678,0,56.6
"Vent Flow","Serious","Gas",6,135,0,0
"Vent Flow","Non Serious","Gas",47,221,239.5,97.7
"Vent Flow","Serious","Gas",1.44,210,124,300
"Vent Flow","Serious","Usable Water",0,1010,0,0
"Vent Flow","Serious","Gas",0,3000,0,0
"Vent Flow","Non Serious","Gas",1,550,0,0
"Vent Flow","Non Serious","Gas",0,6,0,0
"Vent Flow","Serious","Gas",0,55,0,0
"Vent Flow","Serious","Gas",562,896,0,0
"Vent Flow","Non Serious","Gas",12,298,0,0
"Vent Flow","Serious","Gas",631,800,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Unusable Water",0,55,0,0
"Vent Flow/Gas Migration","Serious","Gas",149.19,645,0,182.4
"Vent Flow","Serious","Saline",1,1,26.6,172.08
"Vent Flow","Non Serious","Gas",0.02,9,247.4,109.3
"Vent Flow","Non Serious","Gas",0.11,92,370,333.59
"Vent Flow","Serious","Gas",8.5,2048,1451.5,420.6
"Vent Flow","Serious","Saline",0.01,85,358,375
"Vent Flow","Non Serious","Gas",2.45,0,235,177.06
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",0,245,0,0
"Vent Flow","Non Serious","Gas",1,15,0,0
"Vent Flow","Non Serious","Gas",2,600,0,0
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,240,0,0
"Vent Flow","Non Serious","Gas",1,540,0,0
"Vent Flow","Serious","Gas",2,128,0,0
"Vent Flow","Serious","Gas",142,800,0,0
"Vent Flow","Serious","Gas",3,39,0,0
"Vent Flow","Serious","Gas",22,532,0,0
"Vent Flow","Serious","Gas",16,109,0,0
"Vent Flow","Non Serious","Gas",0,110,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",1,20,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,103,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",4,199,0,0
"Vent Flow","Non Serious","Gas",0,290,0,0
"Vent Flow","Non Serious","Gas",2,780,0,0
"Vent Flow","Serious","Not Converted",630,0,0,0
"Vent Flow","Non Serious","Gas",0,620,0,0
"Vent Flow/Gas Migration","Serious","Gas",0.86,274,163,269.8
"Vent Flow","Non Serious","Gas",2.38,1247,284,195.4
"Vent Flow","Serious","Gas",5.7,578,159.5,286.3
"Gas Migration","Non Serious","Gas",0,0,0,98.06
"Vent Flow","Serious","Gas",1,1,375,605
"Vent Flow","Non Serious","Gas",1.53,34,240,586.7
"Vent Flow","Non Serious","Gas",9.6,1,0,140.95
"Vent Flow","Serious","Gas",328.07,1369,0,349.01
"Vent Flow","Non Serious","Gas",9.6,100,0,140.3
"Vent Flow","Non Serious","Gas",206,127,485,444.41
"Vent Flow","Non Serious","Gas",73,691,440,664
"Vent Flow","Serious","Gas",625,2000,619,64.18
"Vent Flow","Serious","Saline",2,345,31.2,219.9
"Vent Flow","Non Serious","Gas",3.67,41,212,581
"Vent Flow","Non Serious","Gas",0.72,779,172,73.35
"Vent Flow","Serious","Non-Saline",2.04,314,320,600
"Vent Flow","Serious","Gas",10.39,1291,1743.5,468.81
"Vent Flow","Serious","Gas",0.2,220,260,132
"Gas Migration","Non Serious","Gas",0,0,195,147.2
"Vent Flow","Non Serious","Gas",1,32,180,600
"Vent Flow","Non Serious","Gas",16,1208,0,112.3
"Vent Flow","Non Serious","Gas",0,207,0,80.7
"Vent Flow","Non Serious","Gas",0,150,0,0
"Vent Flow","Non Serious","Gas",3,5,0,0
"Vent Flow","Non Serious","Gas",1,103,0,0
"Vent Flow","Non Serious","Gas",2,606,0,0
"Vent Flow","Non Serious","Gas",0,110,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1515,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",94,428,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,35,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1002,0,0
"Vent Flow","Non Serious","Gas",0,1689,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,650,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,70,0,0
"Vent Flow","Non Serious","Gas",0,550,0,0
"Vent Flow","Non Serious","Gas",0,290,0,0
"Vent Flow","Non Serious","Gas",0,240,0,0
"Vent Flow","Non Serious","Gas",0,1200,0,0
"Vent Flow","Non Serious","Gas",0,970,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,930,0,0
"Vent Flow","Non Serious","Gas",0,150,0,0
"Vent Flow","Non Serious","Not Converted",0,295,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,120,0,0
"Vent Flow","Non Serious","Gas",0,1370,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,200,0,0
"Vent Flow","Non Serious","Gas",0,539,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,7,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,830,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",11,107,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,342,0,0
"Vent Flow","Non Serious","Not Converted",0,360,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",0,0,0,0
"Vent Flow","Non Serious","Unusable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Unusable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0,300,0,0
"Vent Flow","Serious","Gas",1614,200,0,0
"Gas Migration","Non Serious","Gas",0,0,0,89.29
"Vent Flow","Non Serious","Gas",3,28,224,479.77
"Vent Flow","Non Serious","Gas",1.42,410,541,45.61
"Vent Flow","Serious","Gas",755.41,285,419.5,536.9
"Vent Flow","Non Serious","Gas",0.06,12,0,47.1
"Vent Flow/Gas Migration","Serious","Gas",1.44,0,233,140.68
"Vent Flow/Gas Migration","Serious","Gas",0.48,479,305,264
"Vent Flow","Serious","Non-Saline",28.8,100,253,303.6
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",12,696,0,0
"Vent Flow","Non Serious","Gas",0,154,0,0
"Vent Flow","Non Serious","Gas",0,3500,0,0
"Vent Flow","Non Serious","Gas",6,420,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,194,0
"Vent Flow","Non Serious","Gas",0,400,261,0
